TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xd88e3e4f41b0,TCPv4,192.168.113.129,139,0.0.0.0,0,LISTENING,4,System,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f4310,TCPv4,0.0.0.0,49666,0.0.0.0,0,LISTENING,1312,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f4310,TCPv6,::,49666,::,0,LISTENING,1312,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f4cb0,TCPv4,0.0.0.0,49667,0.0.0.0,0,LISTENING,1360,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f4cb0,TCPv6,::,49667,::,0,LISTENING,1360,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f4e10,TCPv4,0.0.0.0,5040,0.0.0.0,0,LISTENING,600,svchost.exe,2024-10-12 04:37:04.000000 UTC
0,0xd88e3e4f50d0,TCPv4,0.0.0.0,445,0.0.0.0,0,LISTENING,4,System,2024-10-12 04:35:54.000000 UTC
0,0xd88e3e4f50d0,TCPv6,::,445,::,0,LISTENING,4,System,2024-10-12 04:35:54.000000 UTC
0,0xd88e3e4f5910,TCPv4,0.0.0.0,49665,0.0.0.0,0,LISTENING,552,wininit.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f5910,TCPv6,::,49665,::,0,LISTENING,552,wininit.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f5bd0,TCPv4,0.0.0.0,49667,0.0.0.0,0,LISTENING,1360,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e4f5e90,TCPv4,192.168.78.131,139,0.0.0.0,0,LISTENING,4,System,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e526580,TCPv4,192.168.78.131,50745,20.72.243.62,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:29.000000 UTC
0,0xd88e3e59f010,TCPv4,192.168.78.131,50701,4.241.155.66,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:23.000000 UTC
0,0xd88e3e5ee7b0,UDPv4,0.0.0.0,0,*,0,,1032,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e5f0880,UDPv4,0.0.0.0,0,*,0,,1032,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e5f0880,UDPv6,::,0,*,0,,1032,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e63ca20,TCPv4,-,50879,-,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e3e647760,TCPv4,192.168.78.131,50783,142.250.197.34,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e3e728d10,UDPv4,192.168.78.131,137,*,0,,4,System,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e729350,UDPv4,192.168.113.129,138,*,0,,4,System,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e729800,UDPv4,192.168.113.129,137,*,0,,4,System,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e72ac50,UDPv4,192.168.78.131,138,*,0,,4,System,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e72b420,UDPv4,0.0.0.0,0,*,0,,1260,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e72b420,UDPv6,::,0,*,0,,1260,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e7303d0,UDPv4,0.0.0.0,5353,*,0,,1260,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e730d30,UDPv4,0.0.0.0,5353,*,0,,1260,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e730d30,UDPv6,::,5353,*,0,,1260,svchost.exe,2024-10-12 04:35:53.000000 UTC
0,0xd88e3e8c9b30,TCPv4,192.168.78.131,50720,142.250.197.3,443,CLOSED,13064,chrome.exe,2024-10-12 05:48:25.000000 UTC
0,0xd88e3e8d2aa0,TCPv4,127.0.0.1,50866,127.0.0.1,50867,ESTABLISHED,-,-,2024-10-12 05:49:22.000000 UTC
0,0xd88e3e90c7e0,TCPv4,192.168.78.131,50704,13.226.61.127,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e3e98a110,UDPv4,0.0.0.0,59898,*,0,,1260,svchost.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e3e98a110,UDPv6,::,59898,*,0,,1260,svchost.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e3e98c1e0,UDPv4,0.0.0.0,59193,*,0,,1260,svchost.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e3e98c1e0,UDPv6,::,59193,*,0,,1260,svchost.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e3e9922c0,UDPv4,0.0.0.0,51659,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e3e9922c0,UDPv6,::,51659,*,0,,1260,svchost.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e3e9ca4e0,TCPv4,192.168.78.131,50813,35.227.211.136,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e3e9d1010,TCPv4,192.168.78.131,50839,142.250.76.2,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:38.000000 UTC
0,0xd88e3e9d1930,TCPv4,192.168.78.131,50838,151.101.194.49,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:37.000000 UTC
0,0xd88e3eb2d680,UDPv4,0.0.0.0,53550,*,0,,1260,svchost.exe,2024-10-12 05:49:34.000000 UTC
0,0xd88e3eb2d680,UDPv6,::,53550,*,0,,1260,svchost.exe,2024-10-12 05:49:34.000000 UTC
0,0xd88e3eb2d9a0,UDPv4,0.0.0.0,64749,*,0,,1260,svchost.exe,2024-10-12 05:49:34.000000 UTC
0,0xd88e3eb2d9a0,UDPv6,::,64749,*,0,,1260,svchost.exe,2024-10-12 05:49:34.000000 UTC
0,0xd88e3eb31b40,UDPv4,0.0.0.0,64951,*,0,,1260,svchost.exe,2024-10-12 05:49:34.000000 UTC
0,0xd88e3eb31b40,UDPv6,::,64951,*,0,,1260,svchost.exe,2024-10-12 05:49:34.000000 UTC
0,0xd88e3ed440e0,UDPv4,0.0.0.0,0,*,0,,716,lsass.exe,2024-10-12 04:35:54.000000 UTC
0,0xd88e3ed45210,UDPv4,0.0.0.0,0,*,0,,716,lsass.exe,2024-10-12 04:35:54.000000 UTC
0,0xd88e3ed45210,UDPv6,::,0,*,0,,716,lsass.exe,2024-10-12 04:35:54.000000 UTC
0,0xd88e3ed47790,UDPv4,0.0.0.0,123,*,0,,1032,svchost.exe,2024-10-12 04:36:30.000000 UTC
0,0xd88e3ee78010,TCPv4,192.168.78.131,50854,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e3eed7010,TCPv4,192.168.78.131,50675,23.33.184.233,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:45:49.000000 UTC
0,0xd88e40037470,UDPv4,0.0.0.0,123,*,0,,1032,svchost.exe,2024-10-12 04:36:30.000000 UTC
0,0xd88e40037470,UDPv6,::,123,*,0,,1032,svchost.exe,2024-10-12 04:36:30.000000 UTC
0,0xd88e40179010,TCPv4,192.168.78.131,50819,142.250.199.194,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e4022b330,UDPv4,0.0.0.0,5353,*,0,,8972,msedge.exe,2024-10-12 04:41:16.000000 UTC
0,0xd88e402434a0,TCPv4,192.168.78.131,50849,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e4024c260,TCPv4,192.168.78.131,50738,43.251.41.15,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:28.000000 UTC
0,0xd88e402fc050,TCPv4,0.0.0.0,5357,0.0.0.0,0,LISTENING,4,System,2024-10-12 04:36:06.000000 UTC
0,0xd88e402fc050,TCPv6,::,5357,::,0,LISTENING,4,System,2024-10-12 04:36:06.000000 UTC
0,0xd88e402fce10,TCPv4,0.0.0.0,49670,0.0.0.0,0,LISTENING,684,services.exe,2024-10-12 04:35:54.000000 UTC
0,0xd88e402fd230,TCPv4,0.0.0.0,7680,0.0.0.0,0,LISTENING,12640,svchost.exe,2024-10-12 04:37:55.000000 UTC
0,0xd88e402fd230,TCPv6,::,7680,::,0,LISTENING,12640,svchost.exe,2024-10-12 04:37:55.000000 UTC
0,0xd88e402fd390,TCPv4,0.0.0.0,49670,0.0.0.0,0,LISTENING,684,services.exe,2024-10-12 04:35:54.000000 UTC
0,0xd88e402fd390,TCPv6,::,49670,::,0,LISTENING,684,services.exe,2024-10-12 04:35:54.000000 UTC
0,0xd88e402fdd30,TCPv4,127.0.0.1,5939,0.0.0.0,0,LISTENING,3100,TeamViewer_Ser,2024-10-12 04:36:05.000000 UTC
0,0xd88e4030f620,TCPv4,192.168.78.131,50729,142.250.71.170,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:26.000000 UTC
0,0xd88e4051b580,TCPv4,192.168.78.131,50699,142.251.170.84,443,CLOSED,13064,chrome.exe,2024-10-12 05:48:23.000000 UTC
0,0xd88e4074c700,TCPv4,192.168.78.131,50743,40.126.35.64,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:28.000000 UTC
0,0xd88e407a4b00,TCPv4,192.168.78.131,50828,142.250.196.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:35.000000 UTC
0,0xd88e407d4010,TCPv4,127.0.0.1,50864,127.0.0.1,50865,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:21.000000 UTC
0,0xd88e407dba20,TCPv4,192.168.78.131,50836,35.214.199.88,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:36.000000 UTC
0,0xd88e407e5460,TCPv4,192.168.78.131,49695,20.197.71.89,443,ESTABLISHED,3200,svchost.exe,2024-10-12 04:37:16.000000 UTC
0,0xd88e4091f620,TCPv4,192.168.78.131,50762,13.33.178.156,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e40990e50,UDPv4,0.0.0.0,56093,*,0,,1260,svchost.exe,2024-10-12 05:04:47.000000 UTC
0,0xd88e40990e50,UDPv6,::,56093,*,0,,1260,svchost.exe,2024-10-12 05:04:47.000000 UTC
0,0xd88e409928e0,UDPv4,0.0.0.0,49338,*,0,,3100,TeamViewer_Ser,2024-10-12 04:36:05.000000 UTC
0,0xd88e409928e0,UDPv6,::,49338,*,0,,3100,TeamViewer_Ser,2024-10-12 04:36:05.000000 UTC
0,0xd88e40994050,UDPv4,0.0.0.0,49337,*,0,,3100,TeamViewer_Ser,2024-10-12 04:36:05.000000 UTC
0,0xd88e40994cd0,UDPv4,0.0.0.0,63928,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e40994cd0,UDPv6,::,63928,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e409957c0,UDPv4,0.0.0.0,61299,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e409957c0,UDPv6,::,61299,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e409962b0,UDPv4,0.0.0.0,53664,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e409962b0,UDPv6,::,53664,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e40999320,UDPv4,0.0.0.0,49597,*,0,,1260,svchost.exe,2024-10-12 05:04:52.000000 UTC
0,0xd88e40999320,UDPv6,::,49597,*,0,,1260,svchost.exe,2024-10-12 05:04:52.000000 UTC
0,0xd88e409994b0,UDPv4,0.0.0.0,52245,*,0,,10344,MpCmdRun.exe,2024-10-12 05:04:53.000000 UTC
0,0xd88e4099e5f0,UDPv4,0.0.0.0,3702,*,0,,5636,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e4099e5f0,UDPv6,::,3702,*,0,,5636,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e4099ec30,UDPv4,0.0.0.0,56182,*,0,,5636,svchost.exe,2024-10-12 04:36:06.000000 UTC
0,0xd88e4099edc0,UDPv4,0.0.0.0,3702,*,0,,5636,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e4099fbd0,UDPv4,0.0.0.0,49245,*,0,,10344,MpCmdRun.exe,2024-10-12 05:04:53.000000 UTC
0,0xd88e409a09e0,UDPv4,0.0.0.0,3702,*,0,,5636,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409a2470,UDPv4,0.0.0.0,56183,*,0,,5636,svchost.exe,2024-10-12 04:36:06.000000 UTC
0,0xd88e409a2470,UDPv6,::,56183,*,0,,5636,svchost.exe,2024-10-12 04:36:06.000000 UTC
0,0xd88e409a3d70,UDPv6,::1,1900,*,0,,5872,svchost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a4090,UDPv6,fe80::d1cc:b8b0:1469:2e6e,1900,*,0,,5872,svchost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a5030,UDPv4,192.168.78.131,1900,*,0,,5872,svchost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a5350,UDPv4,127.0.0.1,1900,*,0,,5872,svchost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a5cb0,UDPv4,192.168.113.129,1900,*,0,,5872,svchost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a6c50,UDPv6,fe80::6c25:68ed:24ef:473e,1900,*,0,,5872,svchost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a78d0,UDPv4,0.0.0.0,53273,*,0,,5844,dasHost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a7a60,UDPv4,0.0.0.0,53274,*,0,,5844,dasHost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a7a60,UDPv6,::,53274,*,0,,5844,dasHost.exe,2024-10-12 04:36:07.000000 UTC
0,0xd88e409a80a0,UDPv4,0.0.0.0,3702,*,0,,5844,dasHost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409a80a0,UDPv6,::,3702,*,0,,5844,dasHost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409a94f0,UDPv4,0.0.0.0,3702,*,0,,5844,dasHost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409a9680,UDPv6,fe80::6c25:68ed:24ef:473e,63555,*,0,,5872,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409a9b30,UDPv4,0.0.0.0,3702,*,0,,5844,dasHost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409acd30,UDPv4,0.0.0.0,61035,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e409acd30,UDPv6,::,61035,*,0,,1260,svchost.exe,2024-10-12 05:04:56.000000 UTC
0,0xd88e409af8f0,UDPv4,0.0.0.0,0,*,0,,716,lsass.exe,2024-10-12 04:36:26.000000 UTC
0,0xd88e409b1060,UDPv4,0.0.0.0,3702,*,0,,5844,dasHost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b1060,UDPv6,::,3702,*,0,,5844,dasHost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b1380,UDPv6,fe80::d1cc:b8b0:1469:2e6e,63556,*,0,,5872,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b1510,UDPv4,0.0.0.0,3702,*,0,,5636,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b1510,UDPv6,::,3702,*,0,,5636,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b1830,UDPv6,::1,63557,*,0,,5872,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b3900,UDPv4,192.168.78.131,63559,*,0,,5872,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b5b60,UDPv4,192.168.113.129,63558,*,0,,5872,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b5cf0,UDPv4,127.0.0.1,63560,*,0,,5872,svchost.exe,2024-10-12 04:36:18.000000 UTC
0,0xd88e409b5e80,UDPv4,0.0.0.0,0,*,0,,716,lsass.exe,2024-10-12 04:36:26.000000 UTC
0,0xd88e409b5e80,UDPv6,::,0,*,0,,716,lsass.exe,2024-10-12 04:36:26.000000 UTC
0,0xd88e40a05010,TCPv4,192.168.78.131,50725,23.220.193.4,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:26.000000 UTC
0,0xd88e40a7c4a0,TCPv4,192.168.78.131,50799,104.22.52.86,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e40a92a20,TCPv4,192.168.78.131,50702,13.107.246.73,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:23.000000 UTC
0,0xd88e40bad010,TCPv4,192.168.78.131,50749,13.107.136.254,443,ESTABLISHED,6740,SearchApp.exe,2024-10-12 05:48:30.000000 UTC
0,0xd88e40bd5010,TCPv4,192.168.78.131,50765,13.107.21.237,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e40cabb20,TCPv4,192.168.78.131,50834,18.219.97.122,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:36.000000 UTC
0,0xd88e40caf6e0,TCPv4,192.168.78.131,49760,20.197.71.89,443,ESTABLISHED,3200,svchost.exe,2024-10-12 04:38:04.000000 UTC
0,0xd88e40d294a0,TCPv4,192.168.78.131,50794,18.143.106.89,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e40f379d0,UDPv4,127.0.0.1,56198,*,0,,14860,WINWORD.EXE,2024-10-12 04:43:29.000000 UTC
0,0xd88e410f0010,TCPv4,-,50890,-,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:24.000000 UTC
0,0xd88e410f04a0,TCPv4,192.168.78.131,50858,40.69.76.189,443,ESTABLISHED,12640,svchost.exe,2024-10-12 05:48:56.000000 UTC
0,0xd88e4118a570,UDPv4,0.0.0.0,5353,*,0,,12500,msedge.exe,2024-10-12 05:49:18.000000 UTC
0,0xd88e4118a570,UDPv6,::,5353,*,0,,12500,msedge.exe,2024-10-12 05:49:18.000000 UTC
0,0xd88e4118aa20,UDPv4,0.0.0.0,5353,*,0,,12500,msedge.exe,2024-10-12 05:49:18.000000 UTC
0,0xd88e4118bce0,UDPv4,0.0.0.0,5353,*,0,,12500,msedge.exe,2024-10-12 05:49:18.000000 UTC
0,0xd88e4118bce0,UDPv6,::,5353,*,0,,12500,msedge.exe,2024-10-12 05:49:18.000000 UTC
0,0xd88e4118d130,UDPv4,0.0.0.0,5353,*,0,,12500,msedge.exe,2024-10-12 05:49:18.000000 UTC
0,0xd88e4118f200,UDPv4,0.0.0.0,5050,*,0,,600,svchost.exe,2024-10-12 04:37:04.000000 UTC
0,0xd88e411cd270,TCPv4,192.168.78.131,50741,23.219.73.6,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:28.000000 UTC
0,0xd88e41308620,TCPv4,192.168.78.131,50781,104.22.74.216,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e41364010,TCPv4,192.168.78.131,50774,172.64.151.101,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e413e9010,TCPv4,192.168.78.131,50846,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e413f0010,TCPv4,192.168.78.131,50755,13.107.246.73,443,CLOSE_WAIT,15536,msedge.exe,2024-10-12 05:48:31.000000 UTC
0,0xd88e41461010,TCPv4,192.168.78.131,50719,142.250.66.46,443,CLOSED,13064,chrome.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e41485930,TCPv4,192.168.78.131,50850,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e414c4620,TCPv4,192.168.78.131,50845,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e414c9010,TCPv4,192.168.78.131,50710,150.171.28.10,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e414e9010,TCPv4,192.168.78.131,50735,34.120.154.120,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:27.000000 UTC
0,0xd88e4150e010,TCPv4,192.168.78.131,50760,151.101.193.91,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e4159a4a0,TCPv4,192.168.78.131,50797,184.30.14.91,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e4159ba20,TCPv4,-,50880,-,443,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:23.000000 UTC
0,0xd88e415c9010,TCPv4,127.0.0.1,50865,127.0.0.1,50864,ESTABLISHED,2240,updater.exe,2024-10-12 05:49:21.000000 UTC
0,0xd88e415ce010,TCPv4,192.168.78.131,50807,142.250.71.161,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e4160a620,TCPv4,192.168.78.131,50780,142.250.197.2,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e416354e0,TCPv4,192.168.78.131,50803,130.211.23.194,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e41638b30,TCPv4,192.168.78.131,50708,204.79.197.219,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:24.000000 UTC
0,0xd88e417630c0,UDPv4,0.0.0.0,60988,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e417630c0,UDPv6,::,60988,*,0,,1260,svchost.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e41766db0,UDPv4,0.0.0.0,0,*,0,,2240,updater.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e41766db0,UDPv6,::,0,*,0,,2240,updater.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e41780d50,UDPv4,0.0.0.0,0,*,0,,2240,updater.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e41780d50,UDPv6,::,0,*,0,,2240,updater.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e418a4010,TCPv4,192.168.78.131,50853,142.250.197.226,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:46.000000 UTC
0,0xd88e418e44a0,TCPv4,192.168.78.131,50800,104.26.3.70,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e41963260,TCPv4,192.168.78.131,50724,104.26.1.123,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:26.000000 UTC
0,0xd88e419ac010,TCPv4,192.168.78.131,50777,142.250.197.78,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e419ad010,TCPv4,192.168.78.131,50746,20.189.173.14,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:29.000000 UTC
0,0xd88e419b7010,TCPv4,192.168.78.131,50761,104.18.16.174,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:32.000000 UTC
0,0xd88e419c2010,TCPv4,192.168.78.131,50861,142.250.197.168,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:49:05.000000 UTC
0,0xd88e419d9010,TCPv4,192.168.78.131,50896,142.250.198.174,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:49:25.000000 UTC
0,0xd88e419de4a0,TCPv4,192.168.78.131,50787,142.250.197.34,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:33.000000 UTC
0,0xd88e419e1010,TCPv4,192.168.78.131,50733,151.101.193.181,443,ESTABLISHED,15536,msedge.exe,2024-10-12 05:48:27.000000 UTC
0,0xd88e419e9010,TCPv4,192.168.78.131,50747,150.171.70.254,443,ESTABLISHED,6740,SearchApp.exe,2024-10-12 05:48:29.000000 UTC
0,0xd88e419f0010,TCPv4,127.0.0.1,50867,127.0.0.1,50866,ESTABLISHED,-,-,2024-10-12 05:49:22.000000 UTC
0,0xd88e41a164e0,TCPv4,192.168.78.131,50804,142.250.76.238,443,ESTABLISHED,13064,chrome.exe,2024-10-12 05:48:34.000000 UTC
0,0xd88e41a1f340,TCPv4,192.168.78.131,50726,150.171.27.10,443,ESTABLISHED,6740,SearchApp.exe,2024-10-12 05:48:26.000000 UTC
