TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
2,5752,684,svchost.exe,0xd88e40a0a080,2,-,0,False,2024-10-12 04:36:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService,C:\\WINDOWS\\system32\\svchost.exe
3,5844,5752,dasHost.exe,0xd88e40a09080,3,-,0,False,2024-10-12 04:36:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\dasHost.exe,dashost.exe {efb03d41-f6b4-490b-a82a06b2b46403f8},C:\\WINDOWS\\system32\\dashost.exe
2,8828,684,SecurityHealth,0xd88e414c6080,10,-,0,False,2024-10-12 04:37:17.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\SecurityHealthService.exe,C:\\WINDOWS\\system32\\SecurityHealthService.exe,C:\\WINDOWS\\system32\\SecurityHealthService.exe
2,1660,684,svchost.exe,0xd88e3e886340,2,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceNoNetwork -p,C:\\WINDOWS\\system32\\svchost.exe
2,3200,684,svchost.exe,0xd88e3ee6e080,7,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s WpnService,C:\\WINDOWS\\system32\\svchost.exe
2,2696,684,svchost.exe,0xd88e3ee36340,1,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalService -p -s SstpSvc,C:\\WINDOWS\\system32\\svchost.exe
2,2192,684,svchost.exe,0xd88e3ea7c080,6,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc,C:\\WINDOWS\\system32\\svchost.exe
2,1172,684,svchost.exe,0xd88e3e6780c0,8,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp,C:\\WINDOWS\\system32\\svchost.exe
2,6804,684,svchost.exe,0xd88e41b232c0,5,-,0,False,2024-10-12 04:37:19.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s Appinfo,C:\\WINDOWS\\system32\\svchost.exe
2,5272,684,svchost.exe,0xd88e3e909240,12,-,1,False,2024-10-12 04:37:03.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup -s CDPUserSvc,C:\\WINDOWS\\system32\\svchost.exe
2,1184,684,svchost.exe,0xd88e3e67a300,1,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService,C:\\WINDOWS\\System32\\svchost.exe
2,2208,684,svchost.exe,0xd88e40cb3080,3,-,0,False,2024-10-12 04:37:04.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService,C:\\WINDOWS\\System32\\svchost.exe
3,2700,2208,ctfmon.exe,0xd88e410e8340,11,-,1,False,2024-10-12 04:37:04.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\ctfmon.exe,"""ctfmon.exe""",C:\\WINDOWS\\system32\\ctfmon.exe
2,2212,684,svchost.exe,0xd88e3ea7f340,8,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p,C:\\WINDOWS\\System32\\svchost.exe
2,1192,684,svchost.exe,0xd88e3e676080,1,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc,C:\\WINDOWS\\system32\\svchost.exe
2,2740,684,svchost.exe,0xd88e39916080,5,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k NetworkService -p -s LanmanWorkstation,C:\\WINDOWS\\System32\\svchost.exe
2,14016,684,svchost.exe,0xd88e413ee080,1,-,1,False,2024-10-12 04:44:30.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k PrintWorkflow -s PrintWorkflowUserSvc,C:\\WINDOWS\\system32\\svchost.exe
2,13000,684,SgrmBroker.exe,0xd88e41628200,8,-,0,False,2024-10-12 04:37:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\SgrmBroker.exe,C:\\WINDOWS\\system32\\SgrmBroker.exe,C:\\WINDOWS\\system32\\SgrmBroker.exe
2,6352,684,svchost.exe,0xd88e4137a080,11,-,1,False,2024-10-12 04:37:04.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc,C:\\WINDOWS\\system32\\svchost.exe
2,2272,684,svchost.exe,0xd88e3eda12c0,6,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k netsvcs -p -s LanmanServer,C:\\WINDOWS\\system32\\svchost.exe
2,3808,684,svchost.exe,0xd88e4012d2c0,10,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k appmodel -p -s StateRepository,C:\\WINDOWS\\system32\\svchost.exe
2,1260,684,svchost.exe,0xd88e3e69f340,14,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k NetworkService -p -s Dnscache,C:\\WINDOWS\\system32\\svchost.exe
2,5872,684,svchost.exe,0xd88e40a08080,6,-,0,False,2024-10-12 04:36:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV,C:\\WINDOWS\\system32\\svchost.exe
2,1780,684,svchost.exe,0xd88e3e8f9340,8,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalService -p -s netprofm,C:\\WINDOWS\\System32\\svchost.exe
2,1268,684,svchost.exe,0xd88e3ea280c0,1,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc,C:\\WINDOWS\\system32\\svchost.exe
2,4340,684,dllhost.exe,0xd88e40408300,10,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\dllhost.exe,C:\\WINDOWS\\system32\\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},C:\\WINDOWS\\system32\\dllhost.exe
2,4864,684,msdtc.exe,0xd88e40197340,9,-,0,False,2024-10-12 04:35:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\msdtc.exe,C:\\WINDOWS\\System32\\msdtc.exe,C:\\WINDOWS\\System32\\msdtc.exe
2,2324,684,svchost.exe,0xd88e3a0b8340,3,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p,C:\\WINDOWS\\System32\\svchost.exe
2,5404,684,svchost.exe,0xd88e405ba080,7,-,1,False,2024-10-12 04:37:03.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k UnistackSvcGroup -s WpnUserService,C:\\WINDOWS\\system32\\svchost.exe
2,1312,684,svchost.exe,0xd88e3e6d6340,9,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog,C:\\WINDOWS\\System32\\svchost.exe
2,2336,684,svchost.exe,0xd88e3ebf6080,4,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,C:\\WINDOWS\\system32\\svchost.exe
2,14120,684,svchost.exe,0xd88e4242d080,3,-,0,False,2024-10-12 04:53:26.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k LocalService -p -s LicenseManager,C:\\WINDOWS\\System32\\svchost.exe
2,9012,684,svchost.exe,0xd88e441af080,4,-,0,False,2024-10-12 05:48:14.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,C:\\WINDOWS\\system32\\svchost.exe
2,3896,684,svchost.exe,0xd88e40191280,11,-,0,False,2024-10-12 04:35:54.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\System32\\svchost.exe -k netsvcs,C:\\WINDOWS\\System32\\svchost.exe
2,13112,684,uhssvc.exe,0xd88e407e7080,3,-,0,False,2024-10-12 04:37:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files\\Microsoft Update Health Tools\\uhssvc.exe,"""C:\\Program Files\\Microsoft Update Health Tools\\uhssvc.exe""",C:\\Program Files\\Microsoft Update Health Tools\\uhssvc.exe
2,12612,684,svchost.exe,0xd88e4298a2c0,0,-,0,False,2024-10-12 04:38:14.000000 UTC,2024-10-12 04:46:15.000000 UTC,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,-,-
2,840,684,svchost.exe,0xd88e3e4292c0,21,-,0,False,2024-10-12 04:35:53.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\svchost.exe,C:\\WINDOWS\\system32\\svchost.exe -k DcomLaunch -p,C:\\WINDOWS\\system32\\svchost.exe
3,4160,840,dllhost.exe,0xd88e4087d300,5,-,0,False,2024-10-12 04:35:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\dllhost.exe,C:\\WINDOWS\\system32\\DllHost.exe /Processid:{3EB3C877-1F16-487C-9050-104DBCD66683},C:\\WINDOWS\\system32\\DllHost.exe
3,6976,840,UserOOBEBroker,0xd88e40d33080,1,-,1,False,2024-10-12 04:37:43.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\oobe\\UserOOBEBroker.exe,C:\\Windows\\System32\\oobe\\UserOOBEBroker.exe -Embedding,C:\\Windows\\System32\\oobe\\UserOOBEBroker.exe
3,10784,840,TextInputHost.,0xd88e3e70f080,8,-,1,False,2024-10-12 04:40:07.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\SystemApps\\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\\TextInputHost.exe,"""C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\\TextInputHost.exe"" -ServerName:InputApp.AppXk0k6mrh4r2q0ct33a9wgbez0x7v9cz5y.mca",C:\\WINDOWS\\SystemApps\\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\\TextInputHost.exe
3,4352,840,dllhost.exe,0xd88e41974080,9,-,1,False,2024-10-12 04:41:25.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\dllhost.exe,C:\\WINDOWS\\system32\\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},C:\\WINDOWS\\system32\\DllHost.exe
3,13408,840,RuntimeBroker.,0xd88e41e3f080,3,-,1,False,2024-10-12 04:42:36.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\RuntimeBroker.exe,C:\\Windows\\System32\\RuntimeBroker.exe -Embedding,C:\\Windows\\System32\\RuntimeBroker.exe
3,4680,840,WmiPrvSE.exe,0xd88e40615300,12,-,0,False,2024-10-12 04:35:55.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\wbem\\WmiPrvSE.exe,C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe,C:\\WINDOWS\\system32\\wbem\\wmiprvse.exe
3,7592,840,SearchApp.exe,0xd88e41bbe080,11,-,1,False,2024-10-12 04:37:05.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\SystemApps\\Microsoft.Windows.Search_cw5n1h2txyewy\\SearchApp.exe,-,-
4,7784,7592,msedgewebview2,0xd88e41c1c0c0,41,-,1,False,2024-10-12 04:37:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\129.0.2792.79\\msedgewebview2.exe,-,-
5,7840,7784,msedgewebview2,0xd88e41d3f080,12,-,1,False,2024-10-12 04:37:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\129.0.2792.79\\msedgewebview2.exe,-,-
5,8256,7784,msedgewebview2,0xd88e3e59d080,18,-,1,False,2024-10-12 04:37:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\129.0.2792.79\\msedgewebview2.exe,-,-
5,8188,7784,msedgewebview2,0xd88e41e76080,10,-,1,False,2024-10-12 04:37:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\129.0.2792.79\\msedgewebview2.exe,-,-
5,8052,7784,msedgewebview2,0xd88e41f02300,24,-,1,False,2024-10-12 04:37:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\129.0.2792.79\\msedgewebview2.exe,-,-
5,8092,7784,msedgewebview2,0xd88e41e21080,15,-,1,False,2024-10-12 04:37:06.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\129.0.2792.79\\msedgewebview2.exe,-,-
3,4040,840,ShellExperienc,0xd88e43323080,13,-,1,False,2024-10-12 04:42:36.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\SystemApps\\ShellExperienceHost_cw5n1h2txyewy\\ShellExperienceHost.exe,"""C:\\WINDOWS\\SystemApps\\ShellExperienceHost_cw5n1h2txyewy\\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",C:\\WINDOWS\\SystemApps\\ShellExperienceHost_cw5n1h2txyewy\\ShellExperienceHost.exe
3,3176,840,smartscreen.ex,0xd88e44c640c0,8,-,1,False,2024-10-12 05:46:40.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\smartscreen.exe,C:\\Windows\\System32\\smartscreen.exe -Embedding,C:\\Windows\\System32\\smartscreen.exe
3,8652,840,RuntimeBroker.,0xd88e414e3080,16,-,1,False,2024-10-12 04:37:15.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\System32\\RuntimeBroker.exe,C:\\Windows\\System32\\RuntimeBroker.exe -Embedding,C:\\Windows\\System32\\RuntimeBroker.exe
3,10448,840,SystemSettings,0xd88e425c9080,15,-,1,False,2024-10-12 04:37:43.000000 UTC,N/A,\\Device\\HarddiskVolume4\\Windows\\ImmersiveControlPanel\\SystemSettings.exe,"""C:\\Windows\\ImmersiveControlPanel\\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel",C:\\Windows\\ImmersiveControlPanel\\SystemSettings.exe
